14,25,25,25,25,25,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,18,18,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,37,37,37,37,37,37,37,6,6,6,6,6,6,6,6,6,31,31,31,31,31,31,31,16,16,16,16,16,16,16,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,23,23,23,23,23,23,23,23,23,23,23,26,26,26,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,29,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24,30,30,30,30,30,30,21,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,14,14,14,14,14
14,25,25,25,25,25,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,18,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,37,37,37,37,37,37,37,6,6,6,6,6,6,6,6,6,6,31,31,31,31,31,31,16,16,16,16,16,16,16,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,23,23,23,23,23,23,23,23,23,26,26,26,26,26,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,29,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,24,24,24,24,24,24,30,30,30,30,21,21,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,14,14,14,14,14
14,14,25,25,25,25,25,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,18,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,37,37,37,37,37,6,6,6,6,6,6,6,6,6,6,6,6,31,31,31,31,31,31,16,16,16,16,16,16,16,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,23,23,23,23,23,23,23,23,26,26,26,26,26,26,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,29,29,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,24,24,24,24,24,30,30,30,30,21,21,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,14,14,14,14,14
14,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,9,9,9,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,31,31,31,31,31,31,19,16,16,16,16,16,16,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,23,23,23,23,23,23,23,26,26,26,26,26,26,26,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,29,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,22,24,24,24,24,24,30,30,30,21,21,21,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,14,14,14,14,14
8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,18,18,9,9,9,9,9,9,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35,35,35,35,35,19,19,19,19,19,19,19,16,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,23,23,23,23,23,23,26,26,26,26,26,26,26,26,26,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,29,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,22,22,24,24,24,24,24,30,30,21,21,21,21,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,14,14,14,14,14
8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,9,9,9,9,9,9,9,9,9,9,9,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35,35,35,35,35,19,19,19,19,19,19,19,19,19,16,16,16,33,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,23,23,23,23,23,23,26,26,26,26,26,26,26,26,26,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,29,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,22,22,24,24,24,24,24,24,21,21,21,21,21,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,14,14,14,14,8,8
8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,28,28,28,28,27,27,27,27,27,27,27,27,27,27,38,38,38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35,35,35,35,35,19,19,19,19,19,19,19,19,19,19,16,16,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,23,23,23,23,26,26,26,26,26,26,26,26,26,26,34,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,22,22,22,24,24,24,24,24,24,21,21,21,21,21,21,21,21,21,21,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,14,14,14,8,8,8
8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,40,40,27,27,27,27,27,27,27,27,27,38,38,38,38,38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35,35,35,35,19,19,19,19,19,19,19,19,19,19,19,16,33,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,39,39,39,39,26,26,26,26,26,26,26,26,26,34,34,34,34,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,22,22,22,22,24,24,24,24,24,24,21,21,21,21,21,21,21,21,21,21,21,32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,14,8,8,8,8,8
8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,13,13,43,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,40,40,40,40,27,27,27,27,27,38,38,38,38,38,38,38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35,35,35,35,19,19,19,19,19,19,19,19,19,19,19,19,33,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,39,39,39,39,39,26,26,26,26,26,26,26,26,26,34,34,34,34,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,22,22,22,22,22,24,24,24,24,24,21,21,21,21,21,21,21,21,32,32,32,32,32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,20,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,13,43,43,43,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,40,40,40,40,40,40,27,27,27,38,38,38,38,38,38,38,38,38,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35,35,35,35,35,19,19,19,19,19,19,19,19,19,19,19,19,33,33,33,33,33,33,33,33,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,39,39,39,39,39,39,39,26,26,26,26,26,26,26,34,34,34,34,34,34,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,22,22,22,22,22,22,22,22,22,24,24,24,21,21,21,21,21,21,21,21,21,32,32,32,32,32,32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,20,20,20,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,8,8,8,8,8,8,8
